Season,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Height,Weight
2015,76,Nikola Kalinic,ZVE,24,26.0,9.2,3.2,7.4,.429,0.9,2.6,.355,2.0,3.1,.627,1.0,2.9,3.9,2.0,0.8,0.3,1.9,2.7,6-8,222
2015,86,Luka Mitrovic,ZVE,24,24.7,8.6,3.4,8.0,.429,0.5,2.6,.175,1.3,1.7,.780,1.7,3.5,5.2,2.3,1.0,0.2,1.6,2.4,6-8,200
2015,93,Vladimir Lucic,VAL,8,25.7,8.0,2.5,5.3,.476,1.0,2.4,.421,2.0,2.6,.762,0.9,2.4,3.3,0.9,0.9,0.4,0.5,3.3,6-8,200
2015,99,Mario Hezonja,FCB,22,16.5,7.7,2.8,6.0,.462,1.3,3.5,.382,0.8,1.1,.750,0.5,1.5,2.0,1.0,0.6,0.2,1.0,1.8,6-8,220
2015,104,Alex Abrines,FCB,23,18.1,7.6,2.6,5.7,.450,1.3,3.7,.341,1.2,1.5,.771,0.3,1.2,1.5,1.3,0.7,0.2,0.6,2.2,6-6,190
2015,108,Alex Tyus,MAC,25,21.1,7.2,3.1,5.0,.611,0.0,0.0,.000,1.1,2.0,.529,2.0,3.2,5.2,0.4,0.4,1.4,0.8,1.7,6-8,220
2015,109,Tomas Satoransky,FCB,27,19.2,7.2,2.3,5.0,.470,0.7,1.7,.391,1.9,2.2,.850,0.9,2.1,3.0,3.2,0.8,0.2,1.0,2.1,6-7,210
2015,116,Bryant Dunston,OLY,29,19.4,7.1,2.6,4.8,.543,0.0,0.0,.000,1.9,3.1,.618,1.7,2.7,4.4,0.6,0.8,1.1,0.9,3.0,6-8,233
2015,120,Arnas Butkevicius,NEP,10,20.5,7.0,2.4,4.3,.558,0.8,1.7,.471,1.4,2.7,.519,0.7,2.1,2.8,1.1,0.9,0.5,1.4,2.2,6-4,203
2015,130,Kostas Sloukas,OLY,29,18.0,6.7,1.9,5.2,.362,0.6,1.8,.346,2.3,2.6,.868,0.3,1.7,1.9,3.1,0.6,0.1,1.3,1.6,6-2,210
2015,131,Cedi Osman,EFE,27,19.3,6.7,2.2,5.6,.397,0.7,2.4,.303,1.5,2.2,.667,0.8,2.9,3.7,1.1,0.7,0.3,0.9,2.3,6-7,230
2015,146,Lukas Lekavicius,ZAL,24,19.0,5.5,2.0,4.8,.417,0.6,1.8,.333,0.9,1.1,.778,0.7,1.2,1.8,2.7,0.4,0.0,1.8,2.2,6-0,167
2015,148,Edgaras Ulanovas,ZAL,24,19.2,5.4,1.9,4.1,.465,0.4,1.3,.323,1.2,1.5,.757,1.0,1.5,2.5,1.2,0.6,0.0,1.4,2.1,6-6,192
2015,151,Nicolo Melli,MIL,24,20.9,5.3,1.9,4.8,.400,0.8,2.5,.333,0.6,0.8,.700,1.0,2.5,3.5,0.8,1.0,0.6,0.5,2.5,6-9,235
2015,156,Niels Giffey,BER,24,15.2,4.9,2.0,4.4,.443,0.8,2.0,.396,0.2,0.4,.400,0.6,1.7,2.3,0.2,0.5,0.1,1.0,2.2,6-7,205
2015,164,Branko Lazic,ZVE,19,17.5,3.9,1.4,3.5,.388,0.5,1.6,.333,0.6,0.8,.750,0.7,0.7,1.4,0.7,0.6,0.1,0.8,2.1,6-5,192
2014,13,Rudy Fernandez,RMB,31,27.9,13.2,4.3,10.0,.431,1.9,5.5,.353,2.6,3.0,.891,1.1,3.2,4.3,3.3,1.5,0.2,1.2,1.7,6-6,185
2014,18,Nikola Mirotic,RMB,31,24.1,12.4,3.9,7.6,.506,1.3,2.9,.461,3.3,4.1,.811,1.3,3.3,4.6,1.2,1.1,0.8,1.1,2.0,6-10,250
2014,22,Tibor Pleiss,BASK,24,21.0,12.0,4.7,8.5,.552,0.0,0.0,.000,2.6,3.0,.863,1.8,3.6,5.4,0.5,0.5,0.9,1.6,2.9,7-3,256
2014,28,Sergio Llull,RMB,31,29.2,11.4,4.3,9.1,.466,1.6,4.8,.340,1.3,1.6,.796,0.3,1.5,1.8,4.0,0.7,0.0,1.0,1.8,6-3,190
2014,30,David Lighty,N92,7,30.4,11.3,4.3,10.0,.429,1.3,3.7,.346,1.4,2.6,.556,1.3,2.6,3.9,2.7,0.7,0.6,1.9,2.1,6-6,216
2014,36,Joffrey Lauvergne,PAR,24,32.3,11.0,4.2,8.2,.513,0.3,1.5,.229,2.3,3.2,.714,2.9,5.7,8.6,1.0,0.6,0.3,1.9,2.1,6-11,260
2014,39,Boban Marjanovic,ZVE,10,19.9,10.8,4.5,7.2,.625,0.0,0.0,.000,1.8,2.9,.621,2.6,5.1,7.7,1.0,0.8,0.9,1.7,1.8,7-4,290
2014,41,Milos Teodosic,CSKA,23,24.9,10.7,3.6,8.7,.408,1.9,5.3,.350,1.7,1.8,.929,0.1,2.4,2.5,4.0,0.5,0.0,2.3,2.3,6-5,196
2014,46,Bryant Dunston,OLY,29,24.7,10.3,4.1,6.2,.670,0.0,0.1,.000,2.1,3.7,.566,2.5,2.8,5.3,1.0,1.1,1.3,0.7,3.0,6-8,233
2014,93,Alex Tyus,MAC,27,18.1,7.7,3.5,4.9,.718,0.0,0.0,.000,0.7,1.4,.526,2.0,3.0,5.0,0.3,0.3,1.1,0.6,1.9,6-8,220
2014,105,Kostas Papanikolaou,FCB,28,25.0,6.9,2.8,5.4,.507,0.8,2.2,.361,0.6,1.3,.500,0.9,2.6,3.4,2.2,0.8,0.5,1.4,1.9,6-8,225
2014,113,Alex Abrines,FCB,28,16.6,6.7,2.4,5.3,.456,1.1,3.0,.369,0.7,0.9,.769,0.5,0.9,1.3,0.7,0.4,0.1,0.8,1.9,6-6,190
2014,119,Kostas Sloukas,OLY,28,19.5,6.5,2.2,5.1,.431,0.9,2.5,.377,1.1,1.4,.816,0.2,1.3,1.5,2.9,0.5,0.2,1.4,1.7,6-2,210
2014,132,Fabien Causeur,BASK,17,23.2,5.9,2.1,5.0,.424,0.6,2.2,.297,1.1,1.1,1.000,0.5,1.8,2.3,1.5,0.5,0.1,1.2,2.1,6-3,198
2014,141,Melih Mahmutoglu,FEN,22,14.4,5.5,2.0,4.4,.448,1.0,2.4,.415,0.5,0.6,.923,0.2,1.0,1.2,0.6,0.5,0.0,0.5,1.6,6-3,187
2014,144,Nicolo Melli,MIL,27,21.2,5.3,2.0,4.3,.478,0.6,1.8,.333,0.6,0.8,.773,1.3,3.1,4.3,0.8,0.9,0.6,0.6,2.9,6-9,235
2014,153,Nikola Milutinov,PAR,21,20.3,4.7,2.0,3.8,.513,0.0,0.0,.000,0.8,1.2,.640,1.8,1.5,3.3,1.0,0.2,0.6,0.8,3.3,7-0,220
2014,155,Mouhammadou Jaiteh,N92,10,12.6,4.6,1.9,3.4,.559,0.0,0.2,.000,0.8,1.1,.727,1.1,2.6,3.7,0.3,0.4,0.4,0.4,1.8,6-11,247
2014,165,Branko Lazic,ZVE,10,14.3,2.6,0.9,1.9,.474,0.3,0.7,.429,0.5,0.6,.833,0.4,0.9,1.3,0.7,0.1,0.0,0.5,2.6,6-5,192
2013,9,Rudy Fernandez,RMB,27,27.2,13.7,4.4,10.2,.429,1.9,5.7,.338,3.0,3.7,.802,0.9,3.0,3.9,3.1,1.5,0.4,1.6,1.9,6-6,185
2013,16,Milos Teodosic,CSKA,30,29.7,12.7,4.2,9.3,.457,2.0,5.4,.377,2.2,2.6,.823,0.3,2.5,2.8,4.9,1.0,0.1,2.9,2.6,6-5,196
2013,25,Nikola Mirotic,RMB,29,24.9,11.4,3.9,8.1,.475,0.9,2.8,.325,2.8,3.2,.851,1.6,3.7,5.3,0.9,0.7,0.9,1.6,2.4,6-10,250
2013,32,Sergio Llull,RMB,27,27.0,10.4,3.5,8.7,.400,1.6,4.6,.339,1.9,2.4,.781,0.5,1.8,2.3,3.2,0.6,0.1,1.7,2.0,6-3,190
2013,54,Kostas Papanikolaou,OLY,31,23.8,8.7,3.0,6.0,.497,1.6,3.1,.521,1.1,1.5,.723,1.1,3.3,4.4,1.4,0.9,0.7,0.9,1.6,6-8,225
2013,77,Fabien Causeur,BASK,28,20.8,7.7,2.9,5.8,.503,0.9,2.3,.375,1.0,1.4,.692,0.5,1.2,1.7,1.5,0.7,0.1,1.5,2.6,6-3,198
2013,89,Daniel Hackett,SANA,22,22.1,7.2,2.4,5.8,.414,0.6,2.0,.311,1.8,2.5,.722,0.4,1.9,2.3,3.0,1.0,0.0,1.6,2.6,6-5,215
2013,116,Kostas Sloukas,OLY,30,14.5,5.2,1.4,3.5,.413,0.7,1.7,.431,1.6,1.8,.870,0.4,1.2,1.6,1.2,0.4,0.0,0.7,1.8,6-2,210
2013,118,Alex Abrines,FCB,15,11.2,5.1,1.7,3.7,.446,0.7,2.3,.324,1.1,1.1,1.000,0.3,0.8,1.1,0.3,0.4,0.1,0.5,1.3,6-6,190
2013,123,Tibor Pleiss,BASK,25,14.2,5.0,2.0,3.4,.607,0.0,0.1,.333,0.9,1.0,.846,1.5,2.4,3.9,0.2,0.2,0.6,0.8,2.3,7-3,256
2012,16,Nikola Mirotic,RMB,16,23.1,12.5,3.9,7.5,.525,1.1,2.6,.439,3.5,3.8,.918,0.9,3.6,4.5,0.9,0.8,0.4,1.3,2.2,6-10,250
2012,31,Milos Teodosic,CSKA,22,26.5,10.4,3.3,7.7,.432,1.8,4.9,.361,2.0,2.4,.827,0.4,2.3,2.7,5.0,0.6,0.0,2.5,2.4,6-5,196
2012,61,Nick Calathes,PAN,22,24.0,8.0,3.0,6.1,.500,0.6,2.1,.304,1.2,2.5,.500,0.5,2.3,2.8,2.5,1.2,0.0,1.5,2.1,6-6,213
2012,76,Sergio Llull,RMB,16,22.2,7.4,2.6,6.0,.427,0.8,2.8,.295,1.4,2.0,.719,0.4,1.1,1.5,3.2,0.6,0.0,1.4,2.1,6-3,190
2012,98,Kostas Papanikolaou,OLY,22,19.8,6.1,2.2,4.5,.490,0.6,1.9,.333,1.0,1.5,.688,1.0,2.4,3.4,0.6,0.5,0.3,0.5,1.5,6-8,225
2012,106,Kostas Sloukas,OLY,15,14.7,5.5,1.7,3.3,.520,0.7,1.2,.556,1.4,1.6,.875,0.3,1.5,1.7,1.6,0.7,0.1,0.9,1.5,6-2,210
2011,25,Sergio Llull,RMB,22,27.9,12.0,3.9,9.6,.406,1.5,4.3,.347,2.6,3.1,.841,0.7,1.6,2.3,3.0,0.8,0.1,2.1,2.0,6-3,190
2011,38,Milos Teodosic,OLY,18,25.5,10.9,3.1,9.5,.327,1.7,5.9,.290,2.9,3.3,.898,0.3,2.4,2.7,3.6,0.7,0.1,1.5,2.1,6-5,196
2011,52,Nando De Colo,VAL,18,21.5,10.3,2.9,8.5,.346,0.8,3.1,.273,3.6,3.7,.970,0.7,1.9,2.6,1.7,1.4,0.2,2.6,2.0,6-5,195
2011,53,Jan Vesely,PAR,15,27.0,10.1,3.9,7.3,.536,0.7,1.9,.357,1.6,3.6,.444,1.8,1.8,3.6,1.1,1.3,0.9,1.6,3.0,6-11,240
2011,127,Tibor Pleiss,BRO,10,19.1,6.7,2.4,5.8,.414,0.4,0.9,.444,1.5,1.9,.789,1.0,5.3,6.3,0.9,0.1,1.5,1.2,3.5,7-3,256
2011,130,Nikola Mirotic,RMB,19,14.8,6.6,2.4,4.8,.489,0.6,1.5,.379,1.3,1.5,.857,1.1,2.3,3.4,0.6,0.4,0.5,0.6,1.3,6-10,250
2011,157,Nick Calathes,PAN,22,15.4,4.8,1.9,3.3,.562,0.3,0.8,.353,0.8,1.2,.692,0.3,1.3,1.6,1.5,0.7,0.1,1.2,1.9,6-6,213
2010,21,Milos Teodosic,OLY,22,30.2,13.4,4.1,8.5,.489,2.1,4.9,.426,3.0,3.4,.892,0.4,2.1,2.5,4.9,1.8,0.2,1.9,2.8,6-5,196
2010,67,Sergio Llull,RMB,18,21.1,9.5,3.4,6.5,.521,1.6,3.7,.418,1.2,1.6,.724,0.1,1.1,1.2,2.0,1.0,0.1,0.8,2.1,6-3,190
2010,85,Jan Vesely,PAR,22,24.8,8.4,3.0,5.5,.545,0.5,1.4,.400,1.8,2.9,.625,1.5,3.4,4.9,1.4,0.7,0.5,1.4,4.2,6-11,240
2009,120,Sergio Llull,RMB,19,19.0,6.9,2.3,4.9,.468,1.0,2.6,.380,1.3,1.4,.926,0.4,0.6,1.1,2.2,0.5,0.2,0.8,2.3,6-3,190
2009,156,Jan Vesely,PAR,17,19.9,4.8,1.8,3.4,.517,0.1,1.1,.056,1.2,2.3,.538,1.6,1.7,3.4,0.4,0.5,0.3,0.9,3.4,6-11,240
2008,143,Milos Teodosic,OLY,23,19.5,5.2,1.8,4.6,.396,0.7,2.4,.273,0.9,1.0,.833,0.5,1.6,2.1,2.0,0.7,0.0,1.3,2.4,6-5,196
2007,5,Rudy Fernandez,JOV,19,25.7,15.8,5.1,10.6,.478,2.7,6.3,.429,3.0,3.7,.814,0.9,2.9,3.8,1.7,2.1,0.3,2.2,2.3,6-6,185
2007,29,Marco Belinelli,BOL,13,27.7,12.8,4.3,11.4,.378,1.8,5.8,.320,2.4,3.2,.756,0.1,1.8,1.9,1.3,0.8,0.0,1.8,2.5,6-5,225
2006,20,Marco Belinelli,BOL,19,27.9,13.4,4.7,9.9,.479,2.5,5.6,.439,1.4,2.0,.711,0.4,1.2,1.6,1.0,1.4,0.0,1.3,2.6,6-5,225
2005,155,Marco Belinelli,BOL,20,14.9,4.2,1.6,3.1,.500,0.6,1.5,.367,0.6,0.8,.688,0.5,0.7,1.2,1.1,0.6,0.1,0.6,1.9,6-5,225
2003,16,John Brown,BUD,14,28.6,15.3,6.6,12.1,.541,0.7,1.3,.556,1.4,2.2,.645,2.9,3.9,6.7,1.6,1.1,0.4,3.4,3.1,6-8,205
