,player,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,PPG,Height,Weight
57,C.J. Wilcox,4.909090909090909,0.36363636363636365,1.4090909090909092,0.258,0.13636363636363635,0.6818181818181818,0.2,0.09090909090909091,0.09090909090909091,1.0,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.36363636363636365,0.9545454545454546,75.5,201.0
58,CJ Elleby,20.24137931034483,2.086206896551724,5.310344827586207,0.393,0.6379310344827587,2.1724137931034484,0.294,1.0344827586206897,1.4482758620689655,0.714,1.1379310344827587,2.7758620689655173,3.913793103448276,1.5,0.603448275862069,0.3275862068965517,0.9655172413793104,2.0,5.844827586206897,77.5,198.6
59,CJ McCollum,32.714285714285715,7.928571428571429,17.857142857142858,0.444,3.0535714285714284,8.196428571428571,0.373,2.2142857142857144,3.0892857142857144,0.717,0.75,3.0357142857142856,3.7857142857142856,4.053571428571429,0.8214285714285714,0.42857142857142855,1.8928571428571428,2.2142857142857144,21.125,74.25,197.0
60,Caleb Martin,27.794871794871796,2.948717948717949,6.82051282051282,0.432,0.8717948717948718,2.41025641025641,0.362,1.3846153846153846,2.2051282051282053,0.628,1.1794871794871795,2.923076923076923,4.102564102564102,2.1538461538461537,0.9743589743589743,0.5897435897435898,1.205128205128205,1.8717948717948718,8.153846153846153,76.75,195.8
61,Caleb Swanigan,10.666666666666666,1.037037037037037,1.7407407407407407,0.596,0.0,0.07407407407407407,0.0,0.3333333333333333,0.6296296296296297,0.529,1.0,2.7037037037037037,3.7037037037037037,1.1481481481481481,0.1111111111111111,0.25925925925925924,1.3703703703703705,2.2962962962962963,2.4074074074074074,79.5,245.6
62,Caleb Swanigan,10.666666666666666,1.037037037037037,1.7407407407407407,0.596,0.0,0.07407407407407407,0.0,0.3333333333333333,0.6296296296296297,0.529,1.0,2.7037037037037037,3.7037037037037037,1.1481481481481481,0.1111111111111111,0.25925925925925924,1.3703703703703705,2.2962962962962963,2.4074074074074074,79.5,246.6
63,Cameron Johnson,31.57894736842105,6.228070175438597,13.105263157894736,0.475,2.789473684210526,7.157894736842105,0.39,3.526315789473684,3.9473684210526314,0.893,0.9473684210526315,3.3859649122807016,4.333333333333333,3.4035087719298245,0.9298245614035088,0.43859649122807015,1.736842105263158,1.8245614035087718,18.771929824561404,79.0,205.2
64,Cameron Oliver,21.5,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,79.0,238.6
65,Caris LeVert,24.87719298245614,4.2631578947368425,9.140350877192983,0.466,1.6666666666666667,4.43859649122807,0.375,1.543859649122807,2.192982456140351,0.704,0.5964912280701754,2.473684210526316,3.0701754385964914,3.3684210526315788,0.8771929824561403,0.5263157894736842,1.1578947368421053,1.4912280701754386,11.736842105263158,77.75,191.0
66,Carl Landry,15.805555555555555,3.861111111111111,6.944444444444445,0.556,0.16666666666666666,0.3611111111111111,0.462,1.8611111111111112,2.5277777777777777,0.736,1.3611111111111112,2.6944444444444446,4.055555555555555,0.8888888888888888,0.3333333333333333,0.25,0.6111111111111112,1.9166666666666667,9.75,79.0,248.0
67,Carmelo Anthony,25.985507246376812,4.6231884057971016,10.478260869565217,0.441,2.1594202898550723,5.753623188405797,0.375,1.9130434782608696,2.3043478260869565,0.83,0.8985507246376812,3.2753623188405796,4.173913043478261,0.9855072463768116,0.6811594202898551,0.7536231884057971,0.855072463768116,2.4057971014492754,13.318840579710145,78.25,233.0
68,Caron Butler,10.352941176470589,1.4705882352941178,3.4705882352941178,0.424,0.17647058823529413,1.0588235294117647,0.167,0.5882352941176471,0.7058823529411765,0.833,0.29411764705882354,1.0,1.2941176470588236,0.5882352941176471,0.5294117647058824,0.058823529411764705,0.17647058823529413,1.1176470588235294,3.7058823529411766,77.25,222.0
69,Carrick Felix,5.428571428571429,1.0,2.0,0.5,0.2857142857142857,0.7142857142857143,0.4,0.42857142857142855,0.5714285714285714,0.75,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,2.7142857142857144,76.75,202.6
70,Carsen Edwards,19.75,2.25,7.5,0.3,1.0,4.0,0.25,0.25,0.25,1.0,0.5,1.0,1.5,3.5,0.5,0.0,1.25,1.0,5.75,70.75,195.6
71,Cassius Stanley,17.22222222222222,2.111111111111111,5.111111111111111,0.413,0.4444444444444444,1.8888888888888888,0.235,1.1111111111111112,1.1111111111111112,1.0,0.5555555555555556,1.5555555555555556,2.111111111111111,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.6666666666666666,1.8888888888888888,5.777777777777778,77.0,201.6
72,Cassius Winston,5.571428571428571,0.5714285714285714,1.5714285714285714,0.364,0.2857142857142857,0.8571428571428571,0.333,0.5714285714285714,0.5714285714285714,1.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,0.0,0.42857142857142855,1.2857142857142858,2.0,72.5,196.0
73,Channing Frye,9.472222222222221,1.1944444444444444,3.25,0.368,0.8888888888888888,2.1944444444444446,0.405,0.3055555555555556,0.3888888888888889,0.786,0.1111111111111111,1.3333333333333333,1.4444444444444444,0.5555555555555556,0.16666666666666666,0.1388888888888889,0.3611111111111111,1.2222222222222223,3.5833333333333335,81.5,243.6
74,Charles Jenkins,7.47457627118644,0.8305084745762712,2.0508474576271185,0.405,0.01694915254237288,0.03389830508474576,0.5,0.2033898305084746,0.3728813559322034,0.545,0.13559322033898305,0.4067796610169492,0.5423728813559322,0.7457627118644068,0.2542372881355932,0.03389830508474576,0.3559322033898305,0.3728813559322034,1.88135593220339,73.5,216.4
75,Charlie Bell,9.0,0.631578947368421,2.263157894736842,0.279,0.3157894736842105,1.105263157894737,0.286,0.10526315789473684,0.21052631578947367,0.5,0.3157894736842105,0.631578947368421,0.9473684210526315,0.6842105263157895,0.3157894736842105,0.05263157894736842,0.3157894736842105,0.6842105263157895,1.6842105263157894,74.5,200.0
76,Charlie Villanueva,10.725806451612904,2.0161290322580645,5.274193548387097,0.382,0.7580645161290323,2.774193548387097,0.273,0.3548387096774194,0.3870967741935484,0.917,0.3870967741935484,2.064516129032258,2.4516129032258065,0.3870967741935484,0.2903225806451613,0.24193548387096775,0.5,1.1451612903225807,5.145161290322581,81.0,236.6
77,Chase Budinger,14.075757575757576,1.5757575757575757,3.621212121212121,0.435,0.36363636363636365,1.303030303030303,0.279,0.5909090909090909,0.8484848484848485,0.696,0.6515151515151515,1.621212121212121,2.272727272727273,0.9696969696969697,0.48484848484848486,0.15151515151515152,0.6666666666666666,0.9393939393939394,4.106060606060606,78.25,206.4
78,Chasson Randle,20.414634146341463,2.2439024390243905,5.780487804878049,0.388,1.0731707317073171,3.1707317073170733,0.338,0.926829268292683,1.170731707317073,0.792,0.17073170731707318,1.829268292682927,2.0,1.8048780487804879,0.5365853658536586,0.12195121951219512,1.1219512195121952,1.5609756097560976,6.487804878048781,72.25,178.8
79,Chimezie Metu,16.84313725490196,2.411764705882353,4.784313725490196,0.504,0.5490196078431373,1.8431372549019607,0.298,1.1372549019607843,1.2549019607843137,0.906,0.803921568627451,3.0,3.803921568627451,0.9019607843137255,0.8431372549019608,0.3137254901960784,1.0196078431372548,1.392156862745098,6.509803921568627,80.5,219.6
80,Chris Bosh,33.54716981132076,6.754716981132075,14.471698113207546,0.467,1.528301886792453,4.188679245283019,0.365,4.018867924528302,5.056603773584905,0.795,0.9056603773584906,6.452830188679245,7.3584905660377355,2.4150943396226414,0.6792452830188679,0.6415094339622641,1.471698113207547,1.9056603773584906,19.056603773584907,82.25,225.0
81,Chris Boucher,17.24,3.64,7.4,0.492,1.4,3.86,0.363,1.36,1.74,0.782,1.4,3.08,4.48,0.66,0.48,0.5,0.58,1.36,10.04,80.0,182.2
82,Chris McCullough,4.7368421052631575,0.9473684210526315,2.210526315789474,0.429,0.05263157894736842,0.42105263157894735,0.125,0.47368421052631576,0.7368421052631579,0.643,0.3684210526315789,0.9473684210526315,1.3157894736842106,0.21052631578947367,0.0,0.2631578947368421,0.10526315789473684,0.42105263157894735,2.4210526315789473,80.25,199.0
83,Chris Paul,27.986486486486488,2.945945945945946,6.9324324324324325,0.425,1.7432432432432432,4.54054054054054,0.384,1.054054054054054,1.1216216216216217,0.94,0.3918918918918919,3.189189189189189,3.581081081081081,7.554054054054054,1.2567567567567568,0.21621621621621623,1.527027027027027,1.7972972972972974,8.68918918918919,71.75,178.0
84,Chris Porter,22.49019607843137,3.392156862745098,8.72549019607843,0.389,0.0,0.09803921568627451,0.0,1.8431372549019607,2.764705882352941,0.667,1.7450980392156863,1.9607843137254901,3.7058823529411766,1.196078431372549,0.8823529411764706,0.11764705882352941,1.1568627450980393,2.176470588235294,8.627450980392156,77.5,214.0
85,Chris Quinn,11.142857142857142,0.5714285714285714,2.2857142857142856,0.25,0.0,0.7142857142857143,0.0,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.2857142857142858,0.42857142857142855,0.0,0.8571428571428571,0.5714285714285714,1.4285714285714286,72.5,175.0
86,Chris Singleton,10.0,1.0,2.68,0.373,0.28,0.76,0.368,0.72,1.0,0.72,0.72,1.48,2.2,0.24,0.36,0.12,0.68,1.0,3.0,79.75,230.2
87,Chris Wilcox,13.60655737704918,1.8032786885245902,2.5081967213114753,0.719,0.0,0.01639344262295082,0.0,0.639344262295082,0.9508196721311475,0.672,0.9016393442622951,2.0491803278688523,2.9508196721311477,0.36065573770491804,0.5245901639344263,0.45901639344262296,0.5573770491803278,2.0491803278688523,4.245901639344262,80.25,218.0
88,Christian Wood,17.44,2.46,5.28,0.466,0.7,2.28,0.307,1.32,1.88,0.702,0.78,4.3,5.08,0.98,0.32,0.66,1.0,1.44,6.94,81.25,216.0
90,Cleanthony Early,9.058823529411764,0.7058823529411765,2.3529411764705883,0.3,0.23529411764705882,0.8823529411764706,0.267,0.17647058823529413,0.23529411764705882,0.75,0.23529411764705882,1.2941176470588236,1.5294117647058822,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.9411764705882353,1.8235294117647058,78.0,209.4
91,Coby Karl,16.142857142857142,1.5714285714285714,4.571428571428571,0.344,0.2857142857142857,1.5714285714285714,0.182,0.5714285714285714,0.8571428571428571,0.667,0.5714285714285714,2.0,2.5714285714285716,2.142857142857143,0.42857142857142855,0.14285714285714285,1.4285714285714286,2.0,4.0,75.0,204.0
92,Coby White,33.294117647058826,6.838235294117647,15.323529411764707,0.446,3.0,8.147058823529411,0.368,3.573529411764706,4.0,0.893,0.35294117647058826,3.25,3.6029411764705883,4.411764705882353,0.9411764705882353,0.19117647058823528,2.3529411764705883,2.088235294117647,20.25,75.5,191.4
93,Cody Martin,23.148936170212767,2.7872340425531914,6.51063829787234,0.428,0.9148936170212766,3.0851063829787235,0.297,0.8085106382978723,1.1702127659574468,0.691,1.0425531914893618,3.3404255319148937,4.382978723404255,2.0851063829787235,1.127659574468085,0.6170212765957447,1.0212765957446808,1.872340425531915,7.297872340425532,76.75,192.2
94,Collin Sexton,27.864406779661017,6.52542372881356,13.694915254237289,0.476,1.7627118644067796,4.3559322033898304,0.405,3.3559322033898304,3.8983050847457625,0.861,0.9830508474576272,1.7796610169491525,2.76271186440678,4.169491525423729,0.6949152542372882,0.0847457627118644,2.610169491525424,2.288135593220339,18.16949152542373,72.5,183.0
95,Corey Brewer,6.6,0.4,0.8,0.5,0.0,0.2,0.0,0.2,0.6,0.333,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,78.0,185.0
96,Cory Jefferson,6.25,1.125,2.75,0.409,0.0,0.125,0.0,0.5,0.75,0.667,0.75,1.25,2.0,0.0,0.0,0.125,0.0,1.0,2.75,79.75,218.4
97,Cory Joseph,11.488888888888889,1.1555555555555554,2.933333333333333,0.394,0.7111111111111111,1.9777777777777779,0.36,0.3111111111111111,0.4,0.778,0.3111111111111111,1.0888888888888888,1.4,1.3555555555555556,0.4888888888888889,0.08888888888888889,0.37777777777777777,1.0,3.3333333333333335,74.0,186.2
